rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
12128;2004;janghwa hongryeon;tt0365376;tartan;21;8;2003;1045252;72541;972711;1060;;drama,horror,mystery,thriller
12129;2004;mavahlatur;tt0281176;the cinema guild;13;2;2004;72527;72527;;7791;;comedy,drama
12130;1999;stiff upper lips;tt0120210;cowboy pictures;27;8;1999;72482;72482;;;;comedy
12131;2019;cliffs of freedom;tt2275629;round hill media;1;3;2019;300842;72476;228366;16350;;drama
12132;1987;la ley del deseo;tt0093412;earliest release date;3;4;1987;99675;72442;27233;;;comedy,drama,thriller
12133;2019;se rokh;tt8269552;kino lorber;6;6;2018;2191516;72324;2119192;7065;;drama,history
12134;2006;siones wedding;tt0464184;magnolia pictures;30;3;2006;2993332;72244;2921088;15704;;comedy,romance
12135;2005;dorian blues;tt0398963;tla releasing;23;9;2005;72234;72234;;12605;;comedy,drama,romance
12136;2007;eye of the dolphin;tt0465407;monterey media;24;8;2007;72310;72210;100;37924;;comedy,drama,family
12137;2000;loving jezebel;tt0174885;focus features;27;10;2000;72190;72190;;43775;;comedy,romance
12138;2013;after tiller;tt2430104;oscilloscope;20;9;2013;72125;72125;;15500;;biography,documentary,drama,news
12139;2004;hollywood buddha;tt0365411;northern arts entertainment;24;9;2004;72115;72115;;16774;;comedy,drama
12140;2009;leon morin pretre;tt0055082;rialto pictures;17;4;2009;72078;72078;;9515;;drama,romance,war
12141;2014;veil of tears;tt3163908;word films;28;3;2014;72078;72078;;44358;;documentary,drama,news
12142;2005;naked in ashes;tt0481589;jour de fete;21;10;2005;72073;72073;;9690;;documentary
10701;2018;gekijoban  bishojo senshi sera mun s;tt0109277;fathom events;28;7;2018;167849;167849;;173199;;action,animation,comedy,fantasy,romance
12144;2012;the invisible war;tt2120152;cinedigm entertainment group;22;6;2012;71968;71968;;16500;;crime,documentary
12145;2016;dancer;tt5097070;ifc films;9;9;2016;1131649;71917;1059732;7140;;biography,documentary
12146;2016;raiders the story of the greatest fan film ever made;tt3551954;drafthouse films;17;6;2016;71916;71916;;26059;;documentary
12147;2013;an oversimplification of her beauty;tt2073520;variance films;26;4;2013;71906;71906;;10055;;animation,comedy,drama,romance
12148;2002;umberto d;tt0045274;rialto pictures;15;2;2002;71816;71816;;;;drama
12149;2016;em la ba noi cua anh;tt5265702;cj entertainment;11;12;2015;3810429;71775;3738654;24715;;comedy,music
12150;2019;storm boy;tt3340446;good deed entertainment;18;1;2018;4252706;71760;4180946;46676;;adventure,drama,family
12151;2003;new suit;tt0290249;trillion entertainment;2;5;2003;71743;71743;;13239;1000000;comedy
12152;2012;runaway slave;tt2205591;rocky mountain pictures;6;7;2012;71737;71737;;3626;;documentary,history
12153;2014;flamenco flamenco;tt1550481;;19;11;2010;375698;71732;303966;;;documentary,music
12154;2014;je taime je taime;tt0063152;;5;3;2003;80393;71717;8676;;;drama,scifi
12155;2008;body of war;tt1068634;the film sales company;7;3;2008;71716;71716;;3321;;documentary,war
12156;2014;momo e no tegami;tt1853614;gkids;21;4;2012;6748712;71712;6677000;4596;;adventure,animation,comedy,drama,family,fantasy
12157;2003;dummy;tt0246592;artisan entertainment;12;9;2003;71646;71646;;30120;;comedy,drama,romance
12158;2005;ma mere;tt0381392;tla releasing;19;5;2004;1505698;71616;1434082;10334;;drama,romance
12159;2007;gray matters;tt0375785;yari film group releasing;23;2;2007;944479;71561;872918;25714;;comedy,romance
12160;2001;herman usa;tt0174732;two silks releasing;14;9;2001;71509;71509;;71509;;comedy,romance
12161;2007;air guitar nation;tt0799915;shadow distribution;23;3;2007;79770;71471;8299;7035;;biography,documentary,music
12162;2016;the congressman;tt3485800;shadow distribution;29;4;2016;71451;71451;;14260;;drama
12163;1994;a troll in central park;tt0108395;warner bros;7;10;1994;71368;71368;;;;adventure,animation,comedy,family,fantasy,musical
12164;1996;the search for oneeye jimmy;tt0117577;northern arts entertainment;21;6;1996;71314;71314;;19432;;comedy
12165;2010;la siciliana ribelle;tt1213926;;27;2;2009;534411;71239;463172;;;crime,drama
12166;2006;lu cao di;tt0461804;first run;21;4;2006;119732;71223;48509;3252;;comedy,drama
12167;2007;colour me kubrick a trueish story;tt0376543;magnolia pictures;4;1;2006;497009;71190;425819;37201;;comedy,drama
12168;1994;freedom on my mind;tt0109839;tara releasing;22;6;1994;71176;71176;;4272;;documentary
12169;2011;the tree;tt1496005;zeitgeist films;11;8;2010;2219182;71158;2148024;4983;;drama,romance
12170;1998;plump fiction;tt0117350;legacy;15;5;1998;71145;71145;;37260;;comedy,crime
12171;2002;akai hashi no shita no nurui mizu;tt0289054;cowboy pictures;28;11;2001;453754;71094;382660;;;comedy,drama,fantasy,romance
12172;2000;boricuas bond;tt0217287;usa films;23;6;2000;71046;71046;;54289;;drama
12173;2010;rosencrantz and guildenstern are undead;tt1122775;indican pictures;4;6;2010;71007;71007;;14370;;comedy
12174;2015;freaks of nature;tt1817771;sony pictures releasing;30;10;2015;70958;70958;;42713;;comedy,horror,scifi
12175;2016;norman lear just another version of you;tt5275866;music box films;8;7;2016;70950;70950;;16912;;biography,documentary,history
12176;1994;it runs in the family;tt0110168;metrogoldwynmayer mgm;23;9;1994;70936;70936;;;;comedy,family
12177;2003;todo el poder;tt0208181;venevision international;28;2;2003;70920;70920;;38090;;crime
12178;2014;the better angels;tt2316868;amplify;7;11;2014;70918;70918;;4246;;biography,drama,history
12179;1990;happy together;tt0097478;borde releasing;4;5;1990;75657;70912;4745;32776;;comedy,romance
12180;2006;batalla en el cielo;tt0387055;tartan;28;10;2005;258227;70899;187328;20351;;crime,drama
12181;2019;jangsari 915;tt9018916;well go usa entertainment;25;9;2019;7693800;70853;7622947;8552;;action,drama,war
15475;2018;aala kaf ifrit;tt6776572;oscilloscope;18;10;2017;167723;8915;158808;3055;;crime,drama,thriller
12183;2019;styx;tt5942864;;15;11;2018;138173;70794;67379;;;drama
12184;2006;crossing the bridge the sound of istanbul;tt0459242;strand releasing;27;5;2005;621622;70685;550937;9161;;documentary,music
12185;2006;renaissance;tt0386741;miramax;15;3;2006;1831348;70644;1760704;10800;18000000;action,animation,scifi,thriller
12186;2013;seasons of gray;tt1710469;echolight studios;18;10;2013;70605;70605;;31953;;drama
12187;2011;fireflies in the garden;tt0961108;;16;5;2007;6692182;70600;6621582;;8000000;drama
12188;2002;snipes;tt0275688;ruff nation films;4;9;2002;70569;70569;;14027;;action,drama,music,mystery,thriller
12189;2013;rebelle;tt1820488;tribeca film;28;11;2012;313387;70544;242843;8714;;drama,war
12190;2013;go for sisters;tt2247432;variance films;8;11;2013;70495;70495;;6001;;crime,drama,thriller
12191;1994;the secret adventures of tom thumb;tt0108069;tara releasing;4;11;1994;70441;70441;;;;adventure,animation,scifi
12192;2003;le fils;tt0291172;new yorker films;4;10;2002;1057439;70262;987177;10048;;drama,mystery
12193;1999;kohram;tt0213775;vid;3;8;1999;70257;70257;;31727;;action,comedy,drama,thriller
12194;2009;made in america;tt0479044;argot pictures;23;1;2009;70219;70219;;10537;;crime,documentary
12195;2012;mai wei;tt1606384;cj entertainment;22;12;2011;16537974;70177;16467797;17817;;action,drama,war
12196;2019;edie;tt3823098;music box films;24;5;2018;2729518;70138;2659380;8801;;drama
12197;2019;diamantino;tt6522668;kino lorber;28;11;2018;235041;70088;164953;6412;;comedy,drama,fantasy,scifi
12198;2006;cavite;tt0428303;truly indie;26;5;2006;70071;70071;;12726;;thriller
12199;2010;leaves of grass;tt1151359;first look international;17;9;2010;1034214;70066;964148;20987;9000000;comedy,crime,drama,thriller
12200;1989;manifesto;tt0097826;cannon film distributors;27;1;1989;70060;70060;;9838;;comedy,drama,romance
13941;2018;geuhu;tt6462506;the cinema guild;6;7;2017;166022;24746;141276;3727;;drama,romance
12202;2008;the business of being born;tt0995061;international film circuit;9;1;2008;69991;69991;;9574;;documentary
12203;2003;manic;tt0252684;ifc films;25;4;2003;69958;69958;;7628;;drama
12204;1998;ayneh;tt0117056;cowboy pictures;18;9;1998;69915;69915;;;;drama
12205;2008;take out;tt0391483;cavu;6;6;2008;69816;69816;;10505;;drama
12206;2017;turn it around the story of east bay punk;tt3913194;abramorama;28;7;2017;69787;69787;;5211;;documentary,history,music
12207;2007;zoo;tt0874423;thinkfilm;25;4;2007;69770;69770;;7811;;documentary
12208;2003;mga munting tinig;tt0332701;small island films;10;10;2003;69739;69739;;15166;;drama
12209;2009;disgrace;tt0445953;;26;12;2008;648121;69705;578416;;;drama
12210;2002;tosca;tt0240122;avatar films;14;11;2001;1125058;69613;1055445;5601;;drama,musical
12211;2003;dopamine;tt0342300;sundance film series;10;10;2003;69544;69544;;22278;;comedy,drama,romance
12212;2012;taur mittran di;tt2262212;eros international;11;5;2012;80879;69510;11369;49926;;action,comedy,drama
10722;2018;far from the tree;tt6848736;ifc films;20;7;2018;166018;166018;;19885;;documentary
12214;1999;fin aout debut septembre;tt0167925;zeitgeist films;7;7;1999;75622;69400;6222;;;drama,romance
12215;2012;an inconsistent truth;tt1806777;rocky mountain pictures;27;1;2012;69394;69394;;20733;;adventure,documentary,news
12216;1985;wild geese ii;tt0090323;universal pictures;18;10;1985;69342;69342;;;;action,adventure,thriller
12217;2002;langrishe go down;tt0077830;castle hill productions;17;7;2002;69338;69338;;10041;;crime,drama,mystery,romance
12218;2002;les filles ne savent pas nager;tt0239507;wellspring media;19;4;2002;69250;69250;;5238;;comedy,drama
12219;2008;kenny;tt0822389;xenon pictures;17;8;2006;6732051;69220;6662831;3857;;comedy
12220;2009;white on rice;tt0892904;variance films;11;9;2009;69171;69171;;8079;;comedy
12221;2007;behind the mask the rise of leslie vernon;tt0437857;anchor bay films;16;3;2007;69136;69136;;38500;;comedy,horror,thriller
12222;2012;intruders;tt1634121;millennium entertainment;7;10;2011;3150720;69136;3081584;40746;;fantasy,horror,thriller
12223;1996;august;tt0115591;the samuel goldwyn company;19;4;1996;69081;69081;;11988;;comedy,drama,romance
12224;2011;zhan guo;tt1885448;china lion film distribution;22;4;2011;11868961;68961;11800000;35381;;drama,war
12225;2011;puncture;tt1582248;millennium entertainment;23;9;2011;123700;68945;54755;29175;;biography,drama
12226;2017;my entire high school sinking into the sea;tt5538568;gkids;14;4;2017;68883;68883;;13684;;animation,comedy,drama
12227;2006;beowulf  grendel;tt0402057;truly indie;16;6;2006;92076;68820;23256;4360;;action,adventure,drama,fantasy
12228;2012;klovn the movie;tt1680136;;16;12;2010;12443800;68795;12375005;;;comedy
12229;1989;sous le soleil de satan;tt0094011;alive films;20;1;1989;68765;68765;;6987;;drama,fantasy
12230;2011;les amours imaginaires;tt1600524;ifc films;29;9;2010;588383;68723;519660;7197;;drama,romance
12231;2010;strange powers stephin merritt and the magnetic fields;tt1534075;variance films;27;10;2010;68719;68719;;4620;;documentary,music
12232;2014;take me to the river;tt3498950;abramorama;12;9;2014;68598;68598;;25588;;documentary,music
12233;2008;talento de barrio;tt0467017;maya entertainment;14;8;2008;1650198;68542;1581656;36118;;action,crime,drama,music
12234;2006;unconscious;tt0455822;regent releasing;15;9;2006;72275;68501;3774;807;;comedy,drama
10766;2018;the samuel project;tt6208950;in8 releasing;28;9;2018;161565;161565;;11087;;drama
12236;2017;alive and kicking;tt4329394;magnolia pictures;7;4;2017;68485;68485;;12201;;documentary,history,music
11432;2018;yoake tsugeru ru no uta;tt6452332;gkids;31;1;2018;161253;109857;51396;60773;;adventure,animation,comedy,family,fantasy,music
12238;2015;predestination;tt2397535;vertical entertainment;28;8;2014;4824499;68372;4756127;44028;;action,drama,mystery,scifi,thriller
12239;2010;budrus;tt1542411;balcony releasing;8;10;2010;68353;68353;;7819;;action,biography,documentary,history,news,war
12240;2010;2012 time for change;tt1506940;mangusta productions;9;4;2010;68339;68339;;9009;;animation,documentary,news
12241;2005;shake hands with the devil the journey of romeo dallaire;tt0424435;california newsreel;13;5;2005;68249;68249;;1848;;documentary
12242;2013;maidentrip;tt2555268;first run;20;12;2013;68243;68243;;1622;;adventure,biography,documentary
12243;2004;arven;tt0328844;;26;9;2003;1388297;68215;1320082;;;drama
12244;2019;the body;tt8130904;eros international;12;12;2019;159317;68196;91121;45996;;mystery,thriller
12245;2010;le amiche;tt0047821;the film desk;18;6;2010;68167;68167;;10092;;drama,romance
12246;2019;el silencio de otros;tt8099236;argot pictures;16;11;2018;289455;67986;221469;7868;;documentary
12247;2013;the perverts guide to ideology;tt2152198;zeitgeist films;2;5;2013;214313;67966;146347;9165;;documentary
12248;2001;dancing at the blue iguana;tt0217355;keystone entertainment inc;19;10;2001;122121;67913;54208;30181;;drama,mystery
12249;1992;brenda starr;tt0096978;triumph releasing corporation;17;4;1992;67878;67878;;30035;;adventure,comedy,romance
12250;2015;i am big bird the caroll spinney story;tt2358456;tribeca film;6;5;2015;67845;67845;;10000;;biography,documentary,drama
12251;2015;the messenger;tt4984930;kino lorber;4;12;2015;67816;67816;;;;documentary,family
10796;2018;the last resort;tt7958740;kino lorber;21;12;2018;158646;158646;;1844;;documentary,history
12253;2008;happy valley;tt1263682;stone five studios;28;3;2008;67665;67665;;27122;;documentary
13140;2018;western;tt5157326;the cinema guild;16;2;2018;155215;41072;114143;6688;;drama
12255;2019;shinui han soo gwisoopyeon;tt11177112;cj entertainment;7;11;2019;15527955;67578;15460377;12269;;action
12256;2016;the dark horse;tt2192016;broad green pictures;31;7;2014;1862114;67533;1794581;8152;;biography,drama
12257;2010;john rabe;tt1124377;strand releasing;12;3;2009;1484077;67519;1416558;4892;;biography,drama,history,war
12258;2008;stuck;tt0758786;thinkfilm;30;5;2008;151449;67505;83944;8844;;biography,crime,drama,horror,thriller
12259;2007;lagerfeld confidential;tt0809439;koch lorber films;24;10;2007;120643;67500;53143;11477;;documentary
12260;2003;what alice found;tt0343172;castle hill productions;5;12;2003;67436;67436;;6720;;crime,drama
12261;1987;ping pong;tt0091756;the samuel goldwyn company;17;7;1987;67421;67421;;8497;;comedy,drama,mystery
12262;2014;for no good reason;tt2112152;sony pictures classics;25;4;2014;67421;67421;;4516;;biography,documentary,history,music
10925;2018;bad reputation;tt7525514;magnolia pictures;28;9;2018;154190;148568;5622;130675;;biography,documentary,music
12264;2019;you can choose your family;tt6547044;the film arcade;14;6;2019;67343;67343;;16392;;comedy
10911;2018;eating animals;tt2180351;ifc films;15;6;2018;153993;149614;4379;34524;;documentary
12266;2010;the sun behind the clouds tibets struggle for freedom;tt1540068;balcony releasing;31;3;2010;67095;67095;;10884;;biography,documentary,history,news
12267;2015;turbo kid;tt3672742;epic pictures group;28;8;2015;67069;67069;;31428;;action,adventure,comedy,horror,scifi
12268;2016;tamjung hong gildong sarajin maeul;tt5644726;cj entertainment;4;5;2016;9754195;67054;9687141;7804;;action,crime,drama,mystery,thriller
12269;2015;people places things;tt4104022;the film arcade;14;8;2015;177338;67046;110292;31262;;comedy,romance
12270;2008;allah made me funny live in concert;tt1285252;domestic opening;3;10;2008;66903;66903;;38867;;comedy,documentary,family,talkshow
12271;2005;9 songs;tt0411705;tartan;23;9;2004;1590308;66853;1523455;13457;;drama,music,romance
12272;2016;max rose;tt1439558;paladin;2;9;2016;66680;66680;;4000;;drama
12273;2013;pandoras promise;tt1992193;abramorama;12;6;2013;66680;66680;;23419;;documentary
12274;2001;bande a part;tt0057869;rialto pictures;17;8;2001;106074;66660;39414;28656;;comedy,crime,drama
12275;2014;a nagy fuzet;tt2324384;;26;11;2004;3879456;66559;3812897;;;drama,war
12276;2007;diggers;tt0469897;magnolia pictures;27;4;2007;66517;66517;;32867;;comedy,drama
12277;2006;tideland;tt0410764;thinkfilm;28;6;2006;566611;66453;500158;7276;;drama,fantasy,horror
12278;2004;vodka lemon;tt0379577;new yorker films;8;10;2004;66361;66361;;9303;;comedy,drama
12279;2012;deadfall;tt1667310;magnolia pictures;9;11;2012;1946254;66351;1879903;19391;;crime,drama,thriller
12280;2001;la ville est tranquille;tt0234988;new yorker films;26;10;2001;66303;66303;;;;drama
12281;2003;pinjar beyond boundaries;tt0347779;net effect media;24;10;2003;1022336;66290;956046;16617;;drama
12282;1995;dance me outside;tt0109529;shadow distribution;2;6;1995;66229;66229;;4983;;comedy,drama
12283;2006;absolute wilson;tt0841992;new yorker films;12;10;2006;98730;66217;32513;6879;;documentary
12284;1999;just a little harmless sex;tt0175777;phaedra cinema;11;6;1999;66194;66194;;46231;;comedy,romance
12285;2016;king georges;tt4092774;ifc films;26;2;2016;66175;66175;;15031;;biography,documentary
12286;2011;mei li ren sheng;tt1934335;china lion film distribution;20;5;2011;634784;66171;568613;23605;;drama,romance
12287;2010;dancing across borders;tt1433099;first run;26;3;2010;66166;66166;;5204;;documentary
12288;2002;shiqi sui de dan che;tt0276501;sony pictures classics;8;11;2001;215854;66131;149723;;;drama
12289;2011;xin shao lin si;tt1533749;variance films;20;1;2011;33904353;66099;33838254;19132;;action,drama
12290;2006;darshan;tt0033516;ifc films;1;12;2005;240819;66032;174787;3360;;
12291;2002;spooky house;tt0160905;entertainment highway;19;4;2002;65875;65875;;22677;;comedy,family
12292;2005;the talent given us;tt0417182;vitagraph films;17;6;2005;65827;65827;;12717;;comedy,drama
12293;1987;shadey;tt0090003;skouras pictures;5;6;1987;65817;65817;;1314;;comedy
12294;2007;my brother;tt0451135;codeblack entertainment;16;3;2007;235177;65797;169380;28613;;drama
12295;2000;titanic town;tt0127319;shooting gallery;1;9;2000;65793;65793;;34785;;drama
12296;1999;among giants;tt0122906;fox searchlight pictures;26;3;1999;65748;65748;;13276;;comedy,romance
12297;1999;lenfant sauvage;tt0064285;winstar cinema;23;4;1999;65560;65560;;11206;;drama
14232;2018;ren mian yu hong yu xiao nuhai waizhuan;tt9283056;china lion film distribution;29;11;2018;153895;20726;133169;10974;;horror
12299;2015;eden;tt3090634;broad green pictures;19;11;2014;507914;65460;442454;18987;;biography,drama,music
12300;2006;the real dirt on farmer john;tt0439774;slowhand cinema releasing;20;1;2006;141999;65429;76570;12376;;documentary
12301;2017;architects of denial;tt6842752;dada films;6;10;2017;65424;65424;;58472;;documentary
10865;2018;buttons;tt9248032;fathom events;8;12;2018;151983;151983;;151972;;drama,family
12303;2007;redacted;tt0937237;magnolia pictures;16;11;2007;784604;65388;719216;25628;;crime,thriller,war
12304;2007;el violin;tt0451966;film movement;5;4;2007;1186247;65298;1120949;5647;;drama,music
12305;2000;mad about mambo;tt0156757;usa films;4;8;2000;65283;65283;;32432;;comedy,drama,romance,sport
12306;1996;madame butterfly;tt0113731;arrow releasing;3;5;1996;65196;65196;;6027;;drama,music
12307;2004;cavale;tt0233418;;14;1;2003;987923;65172;922751;;;crime,drama,thriller
12308;2005;shojo;tt0304704;;19;3;2003;111287;65171;46116;;;drama,romance
12309;2014;through a lens darkly black photographers and the emergence of a people;tt3210388;first run;27;8;2014;65169;65169;;9456;;documentary,family,history
12310;2009;julia;tt0903627;magnolia pictures;12;3;2008;1333241;65108;1268133;12524;;crime,drama,thriller
12311;2001;aberdeen;tt0168446;first run;17;8;2001;65090;65090;;5065;;drama
12312;2010;racing dreams;tt1152840;hannover house;21;5;2010;65082;65082;;20048;;documentary,sport
12313;2008;csnydeja vu;tt1157620;roadside attractions;10;7;2008;232260;65025;167235;33997;;documentary,music
12314;2007;right at your door;tt0458367;roadside attractions;8;9;2006;2123040;65018;2058022;32452;;drama,scifi,thriller
12315;1987;nice girls dont explode;tt0093617;new world pictures;3;4;1987;65000;65000;;;;comedy,romance,scifi
12316;2019;this changes everything;tt5795282;fathom events;22;7;2019;125348;64988;60360;;;documentary
12317;2004;massaot james beeretz hakodesh;tt0305178;zeitgeist films;5;3;2004;259026;64967;194059;7875;;comedy,drama
12318;2012;na pude aneb kdo ma dneska narozeniny;tt1342403;;5;3;2009;141313;64918;76395;;;animation,family,fantasy,thriller
12319;2019;fin de siglo;tt9845398;the cinema guild;16;8;2019;64880;64880;;10063;;drama
12320;2008;bloodline;tt1190537;cinema libre studio;9;5;2008;68462;64698;3764;6658;;mystery
12321;2008;monsieur verdoux;tt0039631;the film desk;14;3;2008;64636;64636;;;;comedy,crime,drama
12322;2011;co dau dai chien;tt1831609;variance films;6;5;2011;64572;64572;;23612;;comedy
12323;2009;serbis;tt1225296;regent releasing;12;11;2008;155156;64536;90620;12824;;drama,romance
12324;2015;the duke of burgundy;tt2570858;ifc films;23;1;2015;185147;64521;120626;11902;;drama,mystery,romance
12325;2013;let the fire burn;tt2119463;zeitgeist films;2;10;2013;64489;64489;;5226;;documentary
12326;2007;even money;tt0404163;yari film group releasing;18;5;2007;111974;64458;47516;22465;;crime,drama
12327;2017;ucitelka;tt5061162;film movement;21;7;2016;1350426;64437;1285989;15091;;comedy,drama
12328;2013;fei chang xing yun;tt2102502;china lion film distribution;17;9;2013;22259179;64432;22194747;47006;;action,adventure,comedy,romance
12329;2012;girlfriend boyfriend;tt2319760;china lion film distribution;3;8;2012;667626;64414;603212;29016;;drama,romance
12330;2002;just a kiss;tt0245479;paramount classics;27;9;2002;64389;64389;;7239;;comedy,drama,romance
12331;2006;d lucky ones;tt0496321;abscbn international;5;5;2006;64352;64352;;31820;;comedy
12332;2005;rock school;tt0436727;picturehouse;3;6;2005;64310;64310;;28136;;documentary,music
12333;1989;cohen and tate;tt0097074;hemdale;27;1;1989;64227;64227;;45586;;crime,thriller
12334;1996;losing chase;tt0116920;cfp international;6;12;1996;64161;64161;;31176;;drama
10877;2018;the walking dead;tt1520211;fathom events;15;4;2018;151441;151441;;605764;;drama,horror,thriller
12336;2005;shijie;tt0423176;zeitgeist films;8;6;2005;246556;64123;182433;5390;;drama
12337;2014;the art of the steal;tt2172985;radiustwc;14;3;2014;77450;64065;13385;40003;;comedy,crime,thriller
12338;2019;isha ovedet;tt8844204;zeitgeist films;27;3;2019;185912;64048;121864;3875;;drama
12339;2003;chihwaseon;tt0317234;kino international;10;5;2002;6988181;64029;6924152;8196;;biography,drama,history
12340;2011;the human resources manager;tt1311075;film movement;3;12;2010;411567;64014;347553;8528;;comedy,drama
12341;2014;la jalousie;tt2511670;distrib films;15;8;2014;63946;63946;;5533;;drama
10878;2018;fear the walking dead;tt3743822;fathom events;15;4;2018;151441;151441;;605764;;drama,horror,scifi,thriller
12343;2016;microbe et gasoil;tt3882000;screen media films;8;7;2015;303787;63802;239985;11882;;adventure,comedy,drama
12344;2015;hua li shang ban zu;tt4392726;china lion film distribution;2;9;2015;8290521;63675;8226846;34144;;comedy,musical,romance
12345;2007;dans paris;tt0769508;ifc films;4;10;2006;1810452;63667;1746785;12231;;drama,romance
12346;2004;her majesty;tt0298359;panorama entertainment;30;4;2004;63652;63652;;3332;;family
12347;2014;heropanti;tt3142232;utv motion pictures;22;5;2014;90785;63649;27136;32831;;action,romance
12348;2012;the details;tt1433207;radiustwc;2;11;2012;63595;63595;;18528;;comedy,drama
12349;2016;el rey del once;tt5446610;kino lorber;11;2;2016;295129;63564;231565;;;comedy,drama
12350;2008;a plumm summer;tt0834941;freestyle releasing;25;4;2008;63521;63521;;53752;;adventure,family
12351;1995;sfw;tt0111048;gramercy pictures i;20;1;1995;63513;63513;;44227;;comedy,drama
12352;1950;all about eve;tt0042192;twentieth century fox;13;10;1950;150438;63463;86975;;;drama
12353;1982;movie madness;tt0082799;united artists;23;4;1982;63405;63405;;;;comedy
12354;2004;seukaendeul  joseon namnyeo sangyeoljisa;tt0380689;kino international;25;3;2004;5762801;63332;5699469;6015;;drama
12355;2016;trapped;tt5259692;abramorama;4;3;2016;63241;63241;;17626;;documentary
12356;2017;ai kaen seupikeu;tt7342204;cj entertainment;21;9;2017;24024444;63239;23961205;;;comedy,drama
10879;2018;wrath;tt6337120;fathom events;15;4;2018;151441;151441;;605764;;drama,horror,thriller
12358;1995;delta of venus;tt0109593;fine line features;13;10;1995;63174;63174;;3750;;drama
12359;2007;the nines;tt0810988;newmarket films;31;8;2007;130880;63165;67715;23617;;drama,fantasy,mystery,thriller
12360;2009;skills like this;tt0800205;shadow distribution;20;3;2009;63163;63163;;9413;;comedy
12361;2014;uneun namja;tt3697566;cj entertainment;13;6;2014;89813;63063;26750;8329;;action,thriller
12362;2008;yi he yuan;tt0794374;palm pictures;23;8;2007;143027;63045;79982;8717;;drama,romance
12363;2016;creative control;tt3277624;magnolia pictures;11;3;2016;63014;63014;;6964;;drama,scifi
12364;2012;rang zi dan fei;tt1533117;variance films;16;12;2010;104345023;63012;104282011;11287;;action,comedy,drama,western
12365;2010;tang shan da di zhen;tt1393746;china lion film distribution;22;7;2010;100297064;62962;100234102;19329;;drama,history
12366;2007;nue propriete;tt0855895;new yorker films;24;1;2007;545473;62897;482576;15086;;drama
12367;2004;the mudge boy;tt0339419;strand releasing;7;5;2004;62852;62852;;11102;800000;crime,drama,romance
10880;2018;whats your story;tt6785160;fathom events;15;4;2018;151441;151441;;605764;;drama,horror,scifi,thriller
12369;2010;cool it;tt1694015;roadside attractions;12;11;2010;62713;62713;;26847;;documentary
12370;2002;no such thing;tt0248190;metrogoldwynmayer mgm;29;3;2002;62703;62703;;25324;;comedy,drama,fantasy
12371;1989;survival quest;tt0098415;metrogoldwynmayer mgm;10;11;1989;62683;62683;;29453;;adventure,thriller
12372;2015;drunk stoned brilliant dead the story of the national lampoon;tt1674785;magnolia pictures;25;9;2015;62660;62660;;5254;;documentary,history
12373;2013;traviata et nous;tt2294917;distrib films;15;5;2013;102015;62652;39363;5000;;documentary,musical
12374;2008;the order of myths;tt1157694;the cinema guild;25;7;2008;62645;62645;;7056;;documentary
12375;2008;bill;tt0790623;first look international;4;4;2008;346592;62597;283995;35201;;comedy,drama
12376;2017;demain;tt4449576;under the milky way;2;12;2015;11291395;62510;11228885;1480;;documentary
12377;2014;dom over dod man;tt1590013;music box films;7;12;2012;327506;62506;265000;9020;;biography,drama
12378;2009;the providence effect;tt1423455;slowhand cinema releasing;25;9;2009;62500;62500;;31660;;documentary
12379;2017;the tiger hunter;tt3853830;shout factory;22;9;2017;62398;62398;;;;comedy
12380;2005;mail order wife;tt0377088;tartan;11;3;2005;65369;62387;2982;14643;;comedy
12381;2006;vajra sky over tibet;tt0840019;truly indie;18;8;2006;62356;62356;;4471;;documentary
12382;2016;mifune the last samurai;tt4000670;strand releasing;25;11;2016;62279;62279;;4296;;biography,documentary
12383;1995;maya lin a strong clear vision;tt0110480;ocean releasing;20;10;1995;62186;62186;;2273;;biography,documentary
12384;2011;public speaking;tt1734477;rialto pictures;23;2;2011;62173;62173;;6260;;documentary
12385;2006;poster boy;tt0297389;regent releasing;11;8;2006;62062;62062;;3806;;drama
12386;2004;proteus;tt0379461;strand releasing;30;7;2004;62031;62031;;10047;;drama,romance
12387;2011;trigun badlands rumble;tt1703049;;24;4;2010;193458;62027;131431;;;action,animation,scifi,western
12388;2017;tragedy girls;tt3859272;gunpowder  sky;20;10;2017;122211;61899;60312;12125;;comedy,crime,horror
12389;1996;love is all there is;tt0116928;the samuel goldwyn company;11;10;1996;61875;61875;;32925;;comedy,romance
12390;2015;dark star hr gigers welt;tt4074502;icarus films;15;5;2015;61845;61845;;8349;;biography,documentary
12391;2008;a casa de alice;tt0984175;vitagraph films;15;11;2007;193531;61822;131709;19083;;drama
12392;1988;king lear;tt0093349;cannon film distributors;22;1;1988;85018;61821;23197;8756;;comedy,drama,scifi
12393;2016;in a valley of violence;tt3608930;focus world;21;10;2016;61797;61797;;29343;;action,western
12394;2011;if a tree falls a story of the earth liberation front;tt1787725;oscilloscope;22;6;2011;61794;61794;;5634;;biography,crime,documentary,drama,history,news,thriller
12395;1988;love at stake;tt0093443;tristar pictures;15;4;1988;61789;61789;;;;comedy
12396;2013;sightseers;tt2023690;ifc films;30;11;2012;2122909;61782;2061127;7384;;adventure,comedy,crime,horror,romance
