rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
2731;2002;queen of the damned;tt0238546;warner bros;22;2;2002;45479110;30336800;15142310;14757535;35000000;drama,fantasy,horror
2732;1998;a night at the roxbury;tt0120770;paramount pictures;2;10;1998;30331165;30331165;;9604791;;comedy,music,romance
2733;2000;snatch;tt0208092;screen gems;9;11;2000;83557872;30328156;53229716;27932;;comedy,crime
2734;2002;dragonfly;tt0259288;universal pictures;22;2;2002;52323400;30323400;22000000;10216025;60000000;drama,fantasy,mystery,romance,thriller
2735;2019;long shot;tt2139881;lionsgate;1;5;2019;53477753;30316271;23161482;9740064;;comedy,romance
2736;2003;honey;tt0322589;universal pictures;5;12;2003;62228395;30308417;31919978;12856040;18000000;drama,music,romance
2737;2002;the banger sisters;tt0280460;fox searchlight pictures;20;9;2002;38068353;30307416;7760937;10037846;10000000;comedy,drama
2738;1995;assassins;tt0112401;warner bros;6;10;1995;30303072;30303072;;9378637;50000000;action,crime,thriller
2739;2003;the fighting temptations;tt0191133;paramount pictures;19;9;2003;32445215;30250745;2194470;11758372;30000000;comedy,drama,music,romance
2740;2007;the great debaters;tt0427309;mgmweinstein;25;12;2007;30271556;30236407;35149;6005180;;biography,drama,romance
2741;2017;life;tt5442430;sony pictures releasing;22;3;2017;100541806;30234022;70307784;12501936;58000000;horror,scifi,thriller
2742;1989;weekend at bernies;tt0098627;twentieth century fox;7;7;1989;30218387;30218387;;4506086;;adventure,comedy,crime
2743;2010;how do you know;tt1341188;sony pictures releasing;17;12;2010;48668907;30212620;18456287;7484696;120000000;comedy,drama,romance
2744;2000;the art of war;tt0160009;warner bros;25;8;2000;40400425;30208599;10191826;10410993;60000000;action,adventure,crime,thriller
2745;1979;being there;tt0078841;metrogoldwynmayer mgm;21;12;1979;30177511;30177511;;;;comedy,drama
2746;2001;riding in cars with boys;tt0200027;sony pictures releasing;19;10;2001;35743308;30165536;5577772;10404652;;biography,comedy,drama
2747;2002;bad company;tt0280486;walt disney studios motion pictures;7;6;2002;66200782;30160161;36040621;11007367;70000000;action,adventure,comedy,thriller
2748;1994;blown away;tt0109303;metrogoldwynmayer mgm;1;7;1994;30156002;30156002;;10424873;;action,crime,drama,thriller
2749;1998;wild things;tt0120890;sony pictures releasing;20;3;1998;30147739;30147739;;9622444;;crime,drama,mystery,thriller
2750;2014;when the game stands tall;tt2247476;tristar pictures;22;8;2014;30138754;30127963;10791;8381509;15000000;drama,sport
2751;2002;ghost ship;tt0288477;warner bros;25;10;2002;68349884;30113491;38236393;11503423;20000000;horror
2752;2008;space chimps;tt0482603;twentieth century fox;17;7;2008;64884277;30105968;34778309;7181374;37000000;adventure,animation,comedy,family,scifi
2753;1991;double impact;tt0101764;columbia pictures;9;8;1991;30102717;30102717;;7574703;;action,crime
2754;2010;daybreakers;tt0433362;lionsgate;7;1;2010;51417188;30101577;21315611;15146692;20000000;action,fantasy,horror,scifi,thriller
2755;2001;jay and silent bob strike back;tt0261392;miramax;24;8;2001;33788161;30085147;3703014;11018543;22000000;comedy
2756;1998;elizabeth;tt0127536;gramercy pictures i;2;10;1998;82150642;30082699;52067943;275131;30000000;biography,drama,history
2757;1995;free willy 2 the adventure home;tt0113114;warner bros;21;7;1995;30077111;30077111;;7039608;;adventure,drama,family
2758;1987;revenge of the nerds ii nerds in paradise;tt0093857;twentieth century fox;10;7;1987;30063289;30063289;;7900879;;comedy
2759;2008;the bank job;tt0200465;lionsgate;28;2;2008;64828421;30060660;34767761;5935256;;crime,thriller
2760;1989;road house;tt0098206;united artists;19;5;1989;30050028;30050028;;5957656;;action,thriller
2761;1993;point of no return;tt0107843;warner bros;19;3;1993;30038362;30038362;;7160389;;action,crime,drama,thriller
2762;1982;sophies choice;tt0084707;universal pictures;10;12;1982;30036000;30036000;;202131;;drama,romance
2763;1984;the gods must be crazy;tt0080801;twentieth century fox;6;4;1984;30031783;30031783;;;;comedy
2764;2011;the iron lady;tt1007029;the weinstein company;26;12;2011;114956699;30017992;84938707;220409;;biography,drama
2765;2017;i tonya;tt5580036;neon;7;12;2017;53939297;30014539;23924758;264155;;biography,comedy,drama,sport
2766;1985;a nightmare on elm street part 2 freddys revenge;tt0089686;new line cinema;1;11;1985;29999213;29999213;;2865475;;horror
2767;1998;madeline;tt0123987;sony pictures releasing;10;7;1998;29967750;29967750;;6414668;;comedy,family
2768;1981;neighbors;tt0082801;columbia pictures;18;12;1981;29916207;29916207;;6481386;;comedy
2769;1990;green card;tt0099699;walt disney studios motion pictures;25;12;1990;29888235;29888235;;47781;;comedy,drama,romance
2770;1986;jumpin jack flash;tt0091306;twentieth century fox;10;10;1986;29844101;29844101;;6006610;;comedy,romance,thriller
2771;2001;double take;tt0238948;walt disney studios motion pictures;12;1;2001;31603059;29831583;1771476;11736236;;action,comedy,crime,thriller
2772;2017;hostiles;tt5478478;entertainment studios motion pictures;22;12;2017;35669017;29819114;5849903;22849;;drama,western
2773;2013;grudge match;tt1661382;warner bros;20;3;2013;44907260;29807260;15100000;7021993;40000000;comedy,drama,sport
2774;1973;serpico;tt0070666;paramount pictures;5;12;1973;29829963;29800000;29963;;;biography,crime,drama,thriller
1618;2018;life of the party;tt5619332;warner bros;10;5;2018;65859911;53059911;12800000;17886075;;comedy
2776;1999;mystery men;tt0132347;universal pictures;6;8;1999;33461011;29762011;3699000;10017865;68000000;action,comedy,fantasy,scifi
2777;1987;harry and the hendersons;tt0093148;universal pictures;5;6;1987;49998613;29760613;20238000;4154740;;comedy,family,fantasy
2778;2002;the new guy;tt0241760;revolution studios;10;5;2002;31167388;29760152;1407236;9007833;13000000;comedy
2779;2016;when the bough breaks;tt1389139;screen gems;9;9;2016;30658387;29747603;910784;14202323;10000000;crime,drama,horror,mystery,romance,thriller
7264;2018;capharnaum;tt8267604;sony pictures classics;17;10;2018;64398132;1661096;62737036;24988;;drama
2781;1982;the world according to garp;tt0084917;warner bros;23;7;1982;29712172;29712172;;2902088;;comedy,drama
2782;1983;never cry wolf;tt0086005;walt disney studios motion pictures;7;10;1983;29600000;29600000;;;;adventure,drama
2783;2009;did you hear about the morgans;tt1314228;sony pictures releasing;18;12;2009;85280250;29580087;55700163;6616571;58000000;comedy,drama,romance
2784;2005;the fog;tt0432291;revolution studios;14;10;2005;46201432;29550869;16650563;11752917;18000000;horror
2785;2015;a walk in the woods;tt1178665;broad green pictures;2;9;2015;37461274;29504281;7956993;8246267;;adventure,biography,comedy,drama
2786;1997;fools rush in;tt0119141;sony pictures releasing;14;2;1997;29481428;29481428;;8588068;;comedy,drama,romance
2787;1983;twilight zone the movie;tt0086491;warner bros;24;6;1983;29450919;29450919;;6614366;;horror,scifi
2788;1995;major payne;tt0110443;universal pictures;24;3;1995;30112050;29412050;700000;7011225;;adventure,comedy,family
2789;1994;a low down dirty shame;tt0110399;walt disney studios motion pictures;25;11;1994;29392418;29392418;;7970574;;action,comedy,crime
2790;1990;pacific heights;tt0100318;twentieth century fox;28;9;1990;44926706;29381956;15544750;6912637;;thriller
2791;2000;bless the child;tt0163983;paramount pictures;11;8;2000;40443010;29381494;11061516;9413684;65000000;crime,drama,horror,thriller
2792;1998;spice world;tt0120185;sony pictures releasing;23;1;1998;29342592;29342592;;10527222;;comedy,family,music
2793;2004;confessions of a teenage drama queen;tt0361467;walt disney studios motion pictures;20;2;2004;33111460;29331068;3780392;9350572;;comedy,family,music,romance
2794;1983;easy money;tt0085470;orion pictures;19;8;1983;29309766;29309766;;5844974;;comedy
2795;1988;shoot to kill;tt0096098;walt disney studios motion pictures;12;2;1988;29300090;29300090;;5781628;;action,adventure,crime,drama,thriller
2796;2005;zathura a space adventure;tt0406375;sony pictures releasing;11;11;2005;64321501;29258869;35062632;13427872;65000000;action,adventure,comedy,family,fantasy,scifi
2797;1997;romy and micheles high school reunion;tt0120032;walt disney studios motion pictures;25;4;1997;29235353;29235353;;7429406;;comedy
2798;2019;childs play;tt8663516;united artists releasing;19;6;2019;44902237;29208403;15693834;14094594;10000000;horror,scifi
2799;1974;chinatown;tt0071315;paramount pictures;21;6;1974;29225935;29200000;25935;;;drama,mystery,thriller
2800;1981;fort apache the bronx;tt0082402;twentieth century fox;6;2;1981;29200000;29200000;;;;crime,drama
2801;1998;the object of my affection;tt0120772;twentieth century fox;17;4;1998;46905889;29187243;17718646;9725855;;comedy,drama,romance
2802;1979;the rose;tt0079826;twentieth century fox;7;11;1979;29174648;29174648;;793063;;drama,music,romance
2803;2011;priest;tt0822847;screen gems;6;5;2011;78309505;29137000;49172505;14953664;60000000;action,horror,thriller
2804;1971;the last picture show;tt0067328;columbia pictures;22;10;1971;29146131;29133000;13131;;;drama,romance
2805;2011;the mechanic;tt0472399;cbs films;27;1;2011;76129642;29121498;47008144;11422006;40000000;action,thriller
2806;1999;the insider;tt0140352;walt disney studios motion pictures;5;11;1999;60289912;29089912;31200000;6712361;90000000;biography,drama,thriller
2807;2005;rent;tt0294870;revolution studios;23;11;2005;31670620;29077547;2593073;10016021;40000000;drama,musical,romance
2808;2009;the stepfather;tt0814335;screen gems;16;10;2009;31198531;29062561;2135970;11581586;20000000;crime,thriller
2809;1997;out to sea;tt0119848;twentieth century fox;4;7;1997;30716901;29022252;1694649;5887675;;comedy,romance
2810;2010;nanny mcphee and the big bang;tt1415283;universal pictures;25;3;2010;93251121;29011215;64239906;8407685;35000000;comedy,family,fantasy
2811;1992;3 ninjas;tt0103596;walt disney studios motion pictures;7;8;1992;29000301;29000301;;5888920;;action,comedy,family,sport
2812;1977;herbie goes to monte carlo;tt0076137;walt disney studios motion pictures;24;6;1977;29000000;29000000;;;;action,adventure,comedy,family,romance
2813;2012;chimpanzee;tt1222815;walt disney studios motion pictures;20;4;2012;34823764;28972764;5851000;10673748;;documentary,family
2814;2000;the watcher;tt0204626;universal pictures;8;9;2000;47267829;28946615;18321214;9062295;30000000;crime,drama,mystery,thriller
2815;1996;james and the giant peach;tt0116683;walt disney studios motion pictures;12;4;1996;28946127;28946127;;7539098;;adventure,animation,family,fantasy,musical
2816;1999;girl interrupted;tt0172493;sony pictures releasing;21;12;1999;48350205;28912646;19437559;95399;40000000;biography,drama
2817;1989;the dream team;tt0097235;universal pictures;7;4;1989;28890240;28890240;;5704860;;comedy,crime,thriller
2818;1994;in the army now;tt0110123;walt disney studios motion pictures;12;8;1994;28881266;28881266;;6367194;;comedy,war
2819;2013;one direction this is us;tt2515086;tristar pictures;28;8;2013;68532898;28873374;39659524;15815497;10000000;documentary,music
2820;1991;la story;tt0102250;tristar pictures;8;2;1991;28862081;28862081;;6616915;;comedy,drama,fantasy,romance
2821;2016;zoolander 2;tt1608290;paramount pictures;11;2;2016;56722693;28848693;27874000;13841146;;action,comedy
2822;2014;draft day;tt2223990;lionsgate;10;4;2014;29462046;28842237;619809;9783603;;drama,sport
2823;2012;the fiveyear engagement;tt1195478;universal pictures;27;4;2012;53909751;28835528;25074223;10610060;30000000;comedy,romance
2824;2013;kickass 2;tt1650554;universal pictures;14;8;2013;60795985;28795985;32000000;13332955;28000000;action,adventure,comedy,crime,thriller
2825;2015;point break;tt2058673;warner bros;2;12;2015;133718711;28782481;104936230;9800252;105000000;action,crime,sport,thriller
2826;2017;mollys game;tt4209788;stx entertainment;25;12;2017;59284015;28780744;30503271;2349967;;biography,crime,drama
2827;2005;capote;tt0379725;sony pictures classics;30;9;2005;49233161;28750530;20482631;324857;7000000;biography,crime,drama,history
2828;1984;starman;tt0088172;columbia pictures;14;12;1984;28744356;28744356;;2872022;;romance,scifi
2829;1991;deceived;tt0101694;walt disney studios motion pictures;27;9;1991;28738096;28738096;;4316719;;crime,drama,mystery,thriller
2830;1994;drop zone;tt0109676;paramount pictures;9;12;1994;28735315;28735315;;6143566;45000000;action,adventure,thriller
2831;2001;baby boy;tt0255819;sony pictures releasing;27;6;2001;29381649;28734552;647097;8606403;16000000;crime,drama,romance,thriller
2832;1984;the last starfighter;tt0087597;universal pictures;13;7;1984;28733290;28733290;;6011695;;action,adventure,scifi
2833;2019;ready or not;tt7798634;fox searchlight pictures;21;8;2019;57615777;28714231;28901546;8015590;6000000;comedy,horror,mystery,thriller
2834;1994;the shawshank redemption;tt0111161;columbia pictures;23;9;1994;28786657;28699976;86681;727327;25000000;drama
2835;2008;untraceable;tt0880578;screen gems;23;1;2008;52659594;28687835;23971759;11354069;35000000;crime,mystery,thriller
2836;2008;defiance;tt1034303;paramount vantage;31;12;2008;51155219;28644813;22510406;123513;32000000;action,drama,history,thriller,war
2837;2007;28 weeks later;tt0463854;fox atomic;9;5;2007;64238440;28638916;35599524;9807292;;drama,horror,scifi
2838;1986;hoosiers;tt0091217;orion pictures;14;11;1986;28607524;28607524;;220068;;drama,sport
2839;1997;fathers day;tt0119109;warner bros;9;5;1997;28598376;28598376;;8776159;;comedy,romance
2840;2009;the uninvited;tt0815245;dreamworks;30;1;2009;41624046;28596818;13027228;10325824;;drama,horror,mystery,thriller
2841;1992;final analysis;tt0104265;warner bros;7;2;1992;28590665;28590665;;6411441;;drama,thriller
2842;2002;swimfan;tt0283026;twentieth century fox;6;9;2002;34411240;28564995;5846245;11326601;10000000;drama,thriller
2843;2007;we own the night;tt0498399;sony pictures releasing;12;10;2007;54926886;28563179;26363707;10826287;21000000;crime,drama,thriller
2844;2007;mr brooks;tt0780571;metrogoldwynmayer mgm;31;5;2007;48121900;28549298;19572602;10017067;20000000;crime,drama,thriller
2845;2009;brothers;tt0765010;lionsgate;4;12;2009;43318349;28544157;14774192;9527848;26000000;action,drama,thriller,war
2846;1999;the outoftowners;tt0129280;paramount pictures;2;4;1999;28544120;28544120;;8224215;75000000;comedy
2847;1990;childs play 2;tt0099253;universal pictures;9;11;1990;35763605;28501605;7262000;10718520;;horror,thriller
2848;1978;house calls;tt0077699;universal pictures;1;1;1978;28460702;28460702;;;;comedy,drama,romance
2849;1983;high road to china;tt0085678;warner bros;18;3;1983;28445927;28445927;;6156049;;adventure,drama,romance,war
2850;2006;employee of the month;tt0424993;lionsgate;6;10;2006;38368909;28444855;9924054;11407751;12000000;comedy,romance
2851;2002;the crocodile hunter collision course;tt0305396;metrogoldwynmayer mgm;12;7;2002;33082548;28442574;4639974;9537123;12000000;action,adventure,comedy,family
2852;2006;garfield a tale of two kitties;tt0455499;twentieth century fox;14;6;2006;141702264;28426747;113275517;7288977;;animation,comedy,family,fantasy
2853;1992;stop or my mom will shoot;tt0105477;universal pictures;21;2;1992;70611210;28411210;42200000;7058590;;action,comedy,romance
2854;2017;the nut job 2 nutty by nature;tt3486626;open road films ii;10;8;2017;65146020;28370522;36775498;8342311;40000000;adventure,animation,comedy,family,fantasy
2855;2019;21 bridges;tt8688634;stx entertainment;21;11;2019;44661208;28361208;16300000;9261268;33000000;action,crime,drama,thriller
2856;2004;after the sunset;tt0367479;new line cinema;8;11;2004;61347797;28331233;33016564;11500000;60000000;action,comedy,crime,drama
2857;1976;taxi driver;tt0075314;columbia pictures;7;2;1976;28441292;28262574;178718;;;crime,drama
2858;1982;victor victoria;tt0084865;metrogoldwynmayer mgm;19;3;1982;28229046;28215453;13593;139634;;comedy,music,musical,romance
2859;2005;doom;tt0419706;universal pictures;20;10;2005;55987321;28212337;27774984;15488870;60000000;action,adventure,fantasy,horror,scifi,war
2860;1988;ernest saves christmas;tt0095107;walt disney studios motion pictures;11;11;1988;28202109;28202109;;5710734;;comedy,family,fantasy
2861;2004;the prince  me;tt0337697;paramount pictures;2;4;2004;37666766;28176497;9490269;9406378;22000000;comedy,family,romance
2862;2006;the ant bully;tt0429589;warner bros;28;7;2006;55181129;28142535;27038594;8432465;50000000;adventure,animation,comedy,family,fantasy
2863;2011;abduction;tt1600195;lionsgate;22;9;2011;82087155;28087155;54000000;10925253;35000000;action,mystery,thriller
2864;1997;grosse pointe blank;tt0119229;walt disney studios motion pictures;11;4;1997;28084357;28084357;;6870397;;action,comedy,crime,romance,thriller
2865;2003;johnny english;tt0274166;universal pictures;9;4;2003;160466000;28082366;132383634;9134085;40000000;action,adventure,comedy
2866;1984;cannonball run ii;tt0087032;warner bros;29;6;1984;28078073;28078073;;8323948;;action,comedy
2867;1987;police academy 4 citizens on patrol;tt0093756;warner bros;3;4;1987;28061343;28061343;;8482487;;comedy,crime
2868;2019;happy death day 2u;tt8155288;universal pictures;13;2;2019;64503067;28051045;36452022;9497665;9000000;comedy,horror,mystery,scifi,thriller
2869;1966;whos afraid of virginia woolf;tt0061184;warner bros;22;6;1966;28005068;28000000;5068;;;drama
2870;1977;slap shot;tt0076723;universal pictures;25;2;1977;28000000;28000000;;;;comedy,drama,sport
2871;1993;loaded weapon 1;tt0107659;new line cinema;5;2;1993;27979399;27979399;;9202722;;action,comedy,crime
2872;1990;the rescuers down under;tt0100477;walt disney studios motion pictures;16;11;1990;27931461;27931461;;3499819;;adventure,animation,crime,drama,family,fantasy,mystery
2873;1993;menace ii society;tt0107554;new line cinema;28;5;1993;27912072;27912072;;3816393;;crime,drama,thriller
2874;1997;the edge;tt0119051;twentieth century fox;26;9;1997;43312294;27873386;15438908;7733445;;action,adventure,drama,thriller
2875;2011;beastly;tt1152398;cbs films;3;3;2011;43165571;27865571;15300000;9851102;17000000;drama,fantasy,romance
2876;2016;moonlight;tt4975722;a24;21;10;2016;65046687;27854932;37191755;402075;4000000;drama
2877;2006;crank;tt0479884;lionsgate;31;8;2006;42931041;27838408;15092633;10457367;12000000;action,crime,thriller
2878;1986;soul man;tt0091991;new world pictures;24;10;1986;27820000;27820000;;4422179;;comedy,romance
2879;1999;the other sister;tt0123209;walt disney studios motion pictures;26;2;1999;27807627;27807627;;6624445;35000000;comedy,drama,romance
2880;2001;the majestic;tt0268995;warner bros;21;12;2001;37317558;27807266;9510292;4904339;72000000;drama,romance
2881;1993;my life;tt0107630;columbia pictures;12;11;1993;27804899;27804899;;5536098;;drama
2882;2017;rings;tt0498381;paramount pictures;1;2;2017;83080890;27793018;55287872;13002632;25000000;drama,horror,mystery,romance
2883;2017;logan lucky;tt5439796;bleecker street media;17;8;2017;48453605;27780977;20672628;7600036;29000000;comedy,crime,drama
2884;2010;the switch;tt0889573;miramax;19;8;2010;49843011;27779426;22063585;8436713;19000000;comedy,drama,romance
2885;1984;teachers;tt0088242;metrogoldwynmayer mgm;5;10;1984;27774237;27774237;;7013366;;comedy,drama
2886;2015;sinister 2;tt2752772;focus features;19;8;2015;52882018;27740955;25141063;10542116;10000000;horror,mystery,thriller
2887;1990;internal affairs;tt0099850;paramount pictures;12;1;1990;27734391;27734391;;5043516;;crime,drama,thriller
2888;2014;oculus;tt2388715;relativity media;9;4;2014;44043910;27695246;16348664;12005402;5000000;horror,mystery
2889;2009;saw vi;tt1233227;lionsgate;22;10;2009;68233629;27693292;40540337;14118444;11000000;horror,mystery,thriller
2890;2007;hannibal rising;tt0367959;mgmweinstein;7;2;2007;82169884;27670986;54498898;13051650;;adventure,crime,drama,thriller,war
2891;1996;the island of dr moreau;tt0116654;new line cinema;23;8;1996;49627779;27663982;21963797;9101987;40000000;horror,scifi,thriller
2892;1974;murder on the orient express;tt0071877;paramount pictures;24;11;1974;27655657;27634716;20941;;;crime,drama,mystery
2893;1990;cadillac man;tt0099204;orion pictures;18;5;1990;27627310;27627310;;6712079;;comedy,crime
2894;2016;the finest hours;tt2025690;walt disney studios motion pictures;27;1;2016;52099090;27569558;24529532;10288932;;action,drama,history,thriller
2895;1989;do the right thing;tt0097216;universal pictures;30;6;1989;37313222;27545445;9767777;3563535;;comedy,drama
2896;1993;poetic justice;tt0107840;columbia pictures;23;7;1993;27515786;27515786;;11728455;;drama,romance
2897;1975;three days of the condor;tt0073802;paramount pictures;24;9;1975;27476252;27476252;;;;mystery,thriller
2898;1995;friday;tt0113118;new line cinema;28;4;1995;28215918;27467564;748354;6589341;3500000;comedy,drama
2899;2000;love  basketball;tt0199725;new line cinema;21;4;2000;27728118;27459615;268503;8139180;20000000;drama,romance,sport
2900;2001;the brothers;tt0250274;screen gems;23;3;2001;27958191;27457409;500782;10302846;6000000;comedy,drama
2901;1990;memphis belle;tt0100133;warner bros;12;10;1990;27441977;27441977;;5026846;;action,drama,war
2902;2019;midsommar;tt8772262;a24;3;7;2019;42291572;27426361;14865211;6560030;;drama,horror,mystery,thriller
2903;1985;desperately seeking susan;tt0089017;orion pictures;29;3;1985;27398584;27398584;;1526098;;comedy,drama
2904;2016;florence foster jenkins;tt4136084;paramount pictures;5;5;2016;49052787;27383770;21669017;6601313;29000000;biography,comedy,drama,music
2905;2015;the last witch hunter;tt1618442;lionsgate;21;10;2015;146936910;27367660;119569250;10812861;90000000;action,adventure,fantasy
2906;2002;brown sugar;tt0297037;fox searchlight pictures;11;10;2002;28316451;27363891;952560;10738882;8000000;comedy,drama,music,romance
2907;2001;someone like you;tt0244970;twentieth century fox;30;3;2001;38689940;27343067;11346873;10010600;23000000;comedy,romance
2908;2013;dallas buyers club;tt0790636;focus features;1;11;2013;55198285;27298285;27900000;260865;5000000;biography,drama
2909;2015;no escape;tt1781922;the weinstein company;26;8;2015;54418872;27288872;27130000;8111264;;action,thriller
2910;2000;high fidelity;tt0146882;walt disney studios motion pictures;31;3;2000;47126295;27287137;19839158;6429107;30000000;comedy,drama,music,romance
2911;1992;the muppet christmas carol;tt0104940;walt disney studios motion pictures;11;12;1992;32319318;27281507;5037811;5010109;12000000;comedy,drama,family,fantasy,musical
2912;1999;baby geniuses;tt0118665;sony pictures releasing;12;3;1999;36450736;27250736;9200000;5613587;12000000;comedy,crime,family,scifi
2913;1957;the bridge on the river kwai;tt0050212;columbia pictures;18;12;1957;27200000;27200000;;;3000000;adventure,drama,war
2914;1984;a passage to india;tt0087892;columbia pictures;14;12;1984;27201244;27187653;13591;84580;;adventure,drama,history
2915;2010;brooklyns finest;tt1210042;overture films;10;6;2009;45719985;27163593;18556392;13350299;17000000;crime,drama,thriller
2916;1982;airplane ii the sequel;tt0083530;paramount pictures;10;12;1982;27150534;27150534;;5329208;;comedy,scifi
2917;1980;the jazz singer;tt0080948;universal pictures;19;12;1980;27118000;27118000;;;;drama,music,romance
2918;1995;now and then;tt0114011;new line cinema;20;10;1995;37591674;27112329;10479345;7440173;;comedy,drama,romance
2919;2012;cloud atlas;tt1371111;warner bros;26;10;2012;130482868;27108272;103374596;9612247;;action,drama,mystery,scifi
2920;1980;flash gordon;tt0080745;universal pictures;5;12;1980;27107960;27107960;;3934030;;action,adventure,scifi
2921;1999;the story of us;tt0160916;universal pictures;15;10;1999;58900031;27100031;31800000;9673080;50000000;comedy,drama,romance
2922;1989;all dogs go to heaven;tt0096787;united artists;17;11;1989;27100027;27100027;;4712834;;animation,comedy,drama,family,fantasy,musical
2923;1982;fast times at ridgemont high;tt0083929;universal pictures;13;8;1982;27092880;27092880;;2545674;;comedy,drama
2924;2001;joe dirt;tt0245686;sony pictures releasing;11;4;2001;30987695;27087695;3900000;8016008;17700000;adventure,comedy,drama
2925;2001;the musketeer;tt0246544;universal pictures;7;9;2001;32073640;27073640;5000000;10312740;40000000;action,adventure,romance
2926;1994;guarding tess;tt0109951;tristar pictures;11;3;1994;27058304;27058304;;7065213;;comedy,drama
2927;2017;home again;tt5719700;open road films ii;7;9;2017;37270721;27020284;10250437;8567881;12000000;comedy,drama,romance
2928;2003;the missing;tt0338188;revolution studios;12;3;2003;38364277;27011180;11353097;10833633;;adventure,thriller,western
2929;2016;hell or high water;tt2582782;lionsgate;12;8;2016;37879877;27007844;10872033;621329;12000000;action,crime,drama,thriller,western
2930;1998;the big hit;tt0120609;sony pictures releasing;24;4;1998;27007143;27007143;;10809424;;action,comedy,crime,thriller
2931;1989;glory;tt0097441;tristar pictures;14;12;1989;26979166;26979166;;63661;;biography,drama,history,war
2932;1996;spy hard;tt0117723;walt disney studios motion pictures;24;5;1996;26960191;26960191;;10448420;18000000;action,comedy
2933;2013;rush;tt1979320;universal pictures;12;9;2013;92006038;26947624;65058414;187289;38000000;biography,drama,sport
2934;2006;stick it;tt0430634;walt disney studios motion pictures;28;4;2006;31976848;26910736;5066112;10803610;;comedy,drama,sport
2935;2008;the women;tt0430770;picturehouse;12;9;2008;50007546;26902075;23105471;10115210;16000000;comedy,drama
2936;1974;thats entertainment;tt0072272;metrogoldwynmayer mgm;18;5;1974;26890200;26890200;;;;documentary,family,musical
2937;1981;the french lieutenants woman;tt0082416;metrogoldwynmayer mgm;18;9;1981;26890068;26890068;;;;drama,romance
2938;2008;one missed call;tt0479968;warner bros;4;1;2008;45847751;26890041;18957710;12511473;20000000;horror,mystery
2939;1996;eye for an eye;tt0116260;paramount pictures;12;1;1996;26877589;26877589;;6968044;;crime,drama,thriller
2940;1998;paulie;tt0125454;dreamworks distribution;17;4;1998;26875268;26875268;;5369800;23000000;adventure,comedy,drama,family
2941;2005;xxx state of the union;tt0329774;revolution studios;21;4;2005;71022693;26873932;44148761;12712272;;action,adventure,crime,scifi,thriller
2942;1979;going in style;tt0079219;warner bros;25;12;1979;26869286;26869286;;1781164;;comedy,crime,drama
2943;2005;elizabethtown;tt0368709;paramount pictures;14;10;2005;52034891;26850426;25184465;10618711;45000000;comedy,drama,romance
2944;2017;resident evil the final chapter;tt2592614;screen gems;23;12;2016;312242626;26830068;285412558;13601682;40000000;action,horror,scifi,thriller
2945;2015;ricki and the flash;tt3623726;tristar pictures;7;8;2015;41325328;26822144;14503184;6610961;18000000;comedy,drama,music
2946;2008;the other boleyn girl;tt0467200;sony pictures releasing;28;2;2008;77716017;26814957;50901060;8203061;35000000;biography,drama,history,romance
2947;2003;basic;tt0264395;sony pictures releasing;28;3;2003;42792561;26793311;15999250;11511960;;action,crime,drama,mystery,thriller
2948;2004;garden state;tt0333766;fox searchlight pictures;28;7;2004;35825316;26782316;9043000;201115;2500000;comedy,drama,romance
2949;2014;the best of me;tt1972779;relativity media;15;10;2014;35926213;26766213;9160000;10003827;26000000;drama,romance
2950;2003;a man apart;tt0266465;new line cinema;4;4;2003;44350926;26736098;17614828;11200000;36000000;action,crime,drama,thriller
2951;1987;overboard;tt0093693;metrogoldwynmayer mgm;18;12;1987;26713187;26713187;;1880006;;comedy,romance
2952;1987;baby boom;tt0092605;united artists;9;10;1987;26712476;26712476;;1357413;;comedy,drama,romance
2953;2011;winnie the pooh;tt1449283;walt disney studios motion pictures;6;4;2011;49871429;26692846;23178583;7857076;30000000;adventure,animation,comedy,family,musical
2954;1997;event horizon;tt0119081;paramount pictures;15;8;1997;26673242;26673242;;9511915;;horror,scifi,thriller
2955;1985;prizzis honor;tt0089841;twentieth century fox;14;6;1985;26657534;26657534;;4234537;;comedy,crime,drama,romance
2956;2013;the host;tt1517260;open road films ii;22;3;2013;63327201;26627201;36700000;10600112;40000000;action,adventure,drama,romance,scifi,thriller
2957;2016;the forest;tt3387542;focus features;7;1;2016;37608299;26594261;11014038;12741176;10000000;horror,mystery,thriller
2958;2010;machete;tt0985694;twentieth century fox;2;9;2010;44093316;26593646;17499670;11416164;10500000;action,crime,thriller
2959;1972;a clockwork orange;tt0066921;warner bros;2;2;1972;26903440;26589355;314085;;2200000;crime,drama,scifi
2960;1997;an american werewolf in paris;tt0118604;walt disney studios motion pictures;25;12;1997;26570463;26570463;;7600878;25000000;comedy,fantasy,horror,thriller
2961;1996;harriet the spy;tt0116493;paramount pictures;12;7;1996;26570048;26570048;;6601651;12000000;comedy,drama,family
2962;1998;bulworth;tt0118798;twentieth century fox;15;5;1998;29202884;26528185;2674699;141816;;comedy,drama,romance
2963;1978;damien omen ii;tt0077394;twentieth century fox;9;6;1978;26518355;26518355;;3880880;;horror
2964;1999;blast from the past;tt0124298;new line cinema;12;2;1999;40263020;26511114;13751906;7771066;35000000;comedy,drama,romance,scifi
